"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"13/01/2024 20:00 - 13/01/2024 21:00","Portugal (PT)","8108.30","7862.00"
"13/01/2024 21:00 - 13/01/2024 22:00","Portugal (PT)","7903.90","7785.00"
"13/01/2024 22:00 - 13/01/2024 23:00","Portugal (PT)","7396.00","7320.00"
"13/01/2024 23:00 - 14/01/2024 00:00","Portugal (PT)","6906.90","6826.00"
"14/01/2024 00:00 - 14/01/2024 01:00","Portugal (PT)","6317.00","6199.00"
"14/01/2024 01:00 - 14/01/2024 02:00","Portugal (PT)","5742.00","5724.00"
"14/01/2024 02:00 - 14/01/2024 03:00","Portugal (PT)","5263.10","5300.00"
"14/01/2024 03:00 - 14/01/2024 04:00","Portugal (PT)","4964.30","4974.00"
"14/01/2024 04:00 - 14/01/2024 05:00","Portugal (PT)","4764.40","4812.00"
"14/01/2024 05:00 - 14/01/2024 06:00","Portugal (PT)","4598.60","4743.00"
"14/01/2024 06:00 - 14/01/2024 07:00","Portugal (PT)","4643.40","4725.00"
"14/01/2024 07:00 - 14/01/2024 08:00","Portugal (PT)","4748.10","4845.00"
"14/01/2024 08:00 - 14/01/2024 09:00","Portugal (PT)","4816.60","4955.00"
"14/01/2024 09:00 - 14/01/2024 10:00","Portugal (PT)","5097.50","5241.00"
"14/01/2024 10:00 - 14/01/2024 11:00","Portugal (PT)","5657.60","5790.00"
"14/01/2024 11:00 - 14/01/2024 12:00","Portugal (PT)","6194.80","6178.00"
"14/01/2024 12:00 - 14/01/2024 13:00","Portugal (PT)","6670.00","6602.00"
"14/01/2024 13:00 - 14/01/2024 14:00","Portugal (PT)","6949.10","6759.00"
"14/01/2024 14:00 - 14/01/2024 15:00","Portugal (PT)","6730.40","6633.00"
"14/01/2024 15:00 - 14/01/2024 16:00","Portugal (PT)","6476.20","6500.00"
"14/01/2024 16:00 - 14/01/2024 17:00","Portugal (PT)","6410.90","6419.00"
"14/01/2024 17:00 - 14/01/2024 18:00","Portugal (PT)","6529.80","6468.00"
"14/01/2024 18:00 - 14/01/2024 19:00","Portugal (PT)","6910.70","6830.00"
"14/01/2024 19:00 - 14/01/2024 20:00","Portugal (PT)","7419.40","7426.00"
"14/01/2024 20:00 - 14/01/2024 21:00","Portugal (PT)","7615.00","7576.00"
"14/01/2024 21:00 - 14/01/2024 22:00","Portugal (PT)","7564.30","7454.00"
"14/01/2024 22:00 - 14/01/2024 23:00","Portugal (PT)","7130.40","7069.00"
"14/01/2024 23:00 - 15/01/2024 00:00","Portugal (PT)","6640.30","6622.00"
"15/01/2024 00:00 - 15/01/2024 01:00","Portugal (PT)","5935.70","6005.00"
"15/01/2024 01:00 - 15/01/2024 02:00","Portugal (PT)","5427.50","5478.00"
"15/01/2024 02:00 - 15/01/2024 03:00","Portugal (PT)","5031.10","5105.00"
"15/01/2024 03:00 - 15/01/2024 04:00","Portugal (PT)","4817.60","4911.00"
"15/01/2024 04:00 - 15/01/2024 05:00","Portugal (PT)","4712.90","4803.00"
"15/01/2024 05:00 - 15/01/2024 06:00","Portugal (PT)","4701.40","4755.00"
"15/01/2024 06:00 - 15/01/2024 07:00","Portugal (PT)","4859.60","4976.00"
"15/01/2024 07:00 - 15/01/2024 08:00","Portugal (PT)","5439.60","5527.00"
"15/01/2024 08:00 - 15/01/2024 09:00","Portugal (PT)","6228.70","6290.00"
"15/01/2024 09:00 - 15/01/2024 10:00","Portugal (PT)","7140.40","7214.00"
"15/01/2024 10:00 - 15/01/2024 11:00","Portugal (PT)","7692.10","7774.00"
"15/01/2024 11:00 - 15/01/2024 12:00","Portugal (PT)","7842.20","7929.00"
"15/01/2024 12:00 - 15/01/2024 13:00","Portugal (PT)","8035.50","8144.00"
"15/01/2024 13:00 - 15/01/2024 14:00","Portugal (PT)","7935.40","8133.00"
"15/01/2024 14:00 - 15/01/2024 15:00","Portugal (PT)","7831.80","8038.00"
"15/01/2024 15:00 - 15/01/2024 16:00","Portugal (PT)","7861.10","8099.00"
"15/01/2024 16:00 - 15/01/2024 17:00","Portugal (PT)","7768.60","7974.00"
"15/01/2024 17:00 - 15/01/2024 18:00","Portugal (PT)","7844.70","7906.00"
"15/01/2024 18:00 - 15/01/2024 19:00","Portugal (PT)","7963.20","8017.00"
"15/01/2024 19:00 - 15/01/2024 20:00","Portugal (PT)","8358.30","8454.00"
"15/01/2024 20:00 - 15/01/2024 21:00","Portugal (PT)","8593.60","8593.00"
"15/01/2024 21:00 - 15/01/2024 22:00","Portugal (PT)","8420.90","8422.00"
"15/01/2024 22:00 - 15/01/2024 23:00","Portugal (PT)","7880.70","7910.00"
"15/01/2024 23:00 - 16/01/2024 00:00","Portugal (PT)","7213.20","7310.00"
"16/01/2024 00:00 - 16/01/2024 01:00","Portugal (PT)","6426.80","6537.00"
"16/01/2024 01:00 - 16/01/2024 02:00","Portugal (PT)","5799.30","5960.00"
"16/01/2024 02:00 - 16/01/2024 03:00","Portugal (PT)","5427.00","5583.00"
"16/01/2024 03:00 - 16/01/2024 04:00","Portugal (PT)","5181.60","5325.00"
"16/01/2024 04:00 - 16/01/2024 05:00","Portugal (PT)","5033.60","5186.00"
"16/01/2024 05:00 - 16/01/2024 06:00","Portugal (PT)","4958.80","5125.00"
"16/01/2024 06:00 - 16/01/2024 07:00","Portugal (PT)","5129.80","5256.00"
"16/01/2024 07:00 - 16/01/2024 08:00","Portugal (PT)","5615.00","5721.00"
"16/01/2024 08:00 - 16/01/2024 09:00","Portugal (PT)","6424.50","6422.00"
"16/01/2024 09:00 - 16/01/2024 10:00","Portugal (PT)","7279.30","7352.00"
"16/01/2024 10:00 - 16/01/2024 11:00","Portugal (PT)","7660.80","7827.00"
"16/01/2024 11:00 - 16/01/2024 12:00","Portugal (PT)","7730.30","7900.00"
"16/01/2024 12:00 - 16/01/2024 13:00","Portugal (PT)","7933.40","7934.00"
"16/01/2024 13:00 - 16/01/2024 14:00","Portugal (PT)","7799.10","7796.00"
"16/01/2024 14:00 - 16/01/2024 15:00","Portugal (PT)","7603.10","7684.00"
"16/01/2024 15:00 - 16/01/2024 16:00","Portugal (PT)","7732.10","7831.00"
"16/01/2024 16:00 - 16/01/2024 17:00","Portugal (PT)","7729.70","7873.00"
"16/01/2024 17:00 - 16/01/2024 18:00","Portugal (PT)","7766.10","7971.00"
"16/01/2024 18:00 - 16/01/2024 19:00","Portugal (PT)","7845.20","8185.00"
"16/01/2024 19:00 - 16/01/2024 20:00","Portugal (PT)","8265.00","8508.00"
"16/01/2024 20:00 - 16/01/2024 21:00","Portugal (PT)","8505.00","8684.00"
"16/01/2024 21:00 - 16/01/2024 22:00","Portugal (PT)","8266.10","8532.00"
"16/01/2024 22:00 - 16/01/2024 23:00","Portugal (PT)","7732.10","7999.00"
"16/01/2024 23:00 - 17/01/2024 00:00","Portugal (PT)","7073.10","7388.00"
"17/01/2024 00:00 - 17/01/2024 01:00","Portugal (PT)","6298.20","6587.00"
"17/01/2024 01:00 - 17/01/2024 02:00","Portugal (PT)","5709.10","6006.00"
"17/01/2024 02:00 - 17/01/2024 03:00","Portugal (PT)","5299.60","5656.00"
"17/01/2024 03:00 - 17/01/2024 04:00","Portugal (PT)","5035.30","5401.00"
"17/01/2024 04:00 - 17/01/2024 05:00","Portugal (PT)","4926.80","5261.00"
"17/01/2024 05:00 - 17/01/2024 06:00","Portugal (PT)","4905.10","5197.00"
"17/01/2024 06:00 - 17/01/2024 07:00","Portugal (PT)","5019.30","5302.00"
"17/01/2024 07:00 - 17/01/2024 08:00","Portugal (PT)","5513.20","5739.00"
"17/01/2024 08:00 - 17/01/2024 09:00","Portugal (PT)","6354.60","6444.00"
"17/01/2024 09:00 - 17/01/2024 10:00","Portugal (PT)","7197.30","7294.00"
"17/01/2024 10:00 - 17/01/2024 11:00","Portugal (PT)","7517.80","7764.00"
"17/01/2024 11:00 - 17/01/2024 12:00","Portugal (PT)","7476.20","7872.00"
"17/01/2024 12:00 - 17/01/2024 13:00","Portugal (PT)","7641.40","7956.00"
"17/01/2024 13:00 - 17/01/2024 14:00","Portugal (PT)","7447.20","7790.00"
"17/01/2024 14:00 - 17/01/2024 15:00","Portugal (PT)","7342.70","7613.00"
"17/01/2024 15:00 - 17/01/2024 16:00","Portugal (PT)","7483.50","7699.00"
"17/01/2024 16:00 - 17/01/2024 17:00","Portugal (PT)","7427.70","7725.00"
"17/01/2024 17:00 - 17/01/2024 18:00","Portugal (PT)","7517.90","7801.00"
"17/01/2024 18:00 - 17/01/2024 19:00","Portugal (PT)","7698.30","8036.00"
"17/01/2024 19:00 - 17/01/2024 20:00","Portugal (PT)","8178.00","8418.00"
"17/01/2024 20:00 - 17/01/2024 21:00","Portugal (PT)","8444.80","8559.00"
"17/01/2024 21:00 - 17/01/2024 22:00","Portugal (PT)","8254.40","8405.00"
"17/01/2024 22:00 - 17/01/2024 23:00","Portugal (PT)","7705.80","7864.00"
"17/01/2024 23:00 - 18/01/2024 00:00","Portugal (PT)","7039.40","7229.00"
"18/01/2024 00:00 - 18/01/2024 01:00","Portugal (PT)","6310.10","6567.00"
"18/01/2024 01:00 - 18/01/2024 02:00","Portugal (PT)","5720.80","5827.00"
"18/01/2024 02:00 - 18/01/2024 03:00","Portugal (PT)","5335.30","5518.00"
"18/01/2024 03:00 - 18/01/2024 04:00","Portugal (PT)","5076.20","5293.00"
"18/01/2024 04:00 - 18/01/2024 05:00","Portugal (PT)","4977.00","5177.00"
"18/01/2024 05:00 - 18/01/2024 06:00","Portugal (PT)","4947.10","5105.00"
"18/01/2024 06:00 - 18/01/2024 07:00","Portugal (PT)","5040.20","5197.00"
"18/01/2024 07:00 - 18/01/2024 08:00","Portugal (PT)","5569.30","5619.00"
"18/01/2024 08:00 - 18/01/2024 09:00","Portugal (PT)","6364.10","6283.00"
"18/01/2024 09:00 - 18/01/2024 10:00","Portugal (PT)","7246.00","7044.00"
"18/01/2024 10:00 - 18/01/2024 11:00","Portugal (PT)","7561.20","7444.00"
"18/01/2024 11:00 - 18/01/2024 12:00","Portugal (PT)","7541.00","7482.00"
"18/01/2024 12:00 - 18/01/2024 13:00","Portugal (PT)","7580.90","7479.00"
"18/01/2024 13:00 - 18/01/2024 14:00","Portugal (PT)","7485.00","7318.00"
"18/01/2024 14:00 - 18/01/2024 15:00","Portugal (PT)","7330.70","7236.00"
"18/01/2024 15:00 - 18/01/2024 16:00","Portugal (PT)","7542.80","7397.00"
"18/01/2024 16:00 - 18/01/2024 17:00","Portugal (PT)","7564.40","7489.00"
"18/01/2024 17:00 - 18/01/2024 18:00","Portugal (PT)","7579.50","7559.00"
"18/01/2024 18:00 - 18/01/2024 19:00","Portugal (PT)","7783.10","7691.00"
"18/01/2024 19:00 - 18/01/2024 20:00","Portugal (PT)","8194.00","8029.00"
"18/01/2024 20:00 - 18/01/2024 21:00","Portugal (PT)","8434.70","8187.00"
"18/01/2024 21:00 - 18/01/2024 22:00","Portugal (PT)","8228.60","8041.00"
"18/01/2024 22:00 - 18/01/2024 23:00","Portugal (PT)","7691.40","7545.00"
"18/01/2024 23:00 - 19/01/2024 00:00","Portugal (PT)","7050.20","6994.00"
"19/01/2024 00:00 - 19/01/2024 01:00","Portugal (PT)","6323.60","6393.00"
"19/01/2024 01:00 - 19/01/2024 02:00","Portugal (PT)","5721.60","5738.00"
"19/01/2024 02:00 - 19/01/2024 03:00","Portugal (PT)","5293.40","5440.00"
"19/01/2024 03:00 - 19/01/2024 04:00","Portugal (PT)","5067.10","5219.00"
"19/01/2024 04:00 - 19/01/2024 05:00","Portugal (PT)","4967.00","5117.00"
"19/01/2024 05:00 - 19/01/2024 06:00","Portugal (PT)","4909.80","5065.00"
"19/01/2024 06:00 - 19/01/2024 07:00","Portugal (PT)","5052.40","5170.00"
"19/01/2024 07:00 - 19/01/2024 08:00","Portugal (PT)","5529.80","5600.00"
"19/01/2024 08:00 - 19/01/2024 09:00","Portugal (PT)","6355.30","6277.00"
"19/01/2024 09:00 - 19/01/2024 10:00","Portugal (PT)","7247.10","7049.00"
"19/01/2024 10:00 - 19/01/2024 11:00","Portugal (PT)","7647.80","7438.00"
"19/01/2024 11:00 - 19/01/2024 12:00","Portugal (PT)","7613.70","7538.00"
"19/01/2024 12:00 - 19/01/2024 13:00","Portugal (PT)","7558.60","7625.00"
"19/01/2024 13:00 - 19/01/2024 14:00","Portugal (PT)","7246.80","7440.00"
"19/01/2024 14:00 - 19/01/2024 15:00","Portugal (PT)","7060.70","7272.00"
"19/01/2024 15:00 - 19/01/2024 16:00","Portugal (PT)","7195.10","7332.00"
"19/01/2024 16:00 - 19/01/2024 17:00","Portugal (PT)","7224.20","7327.00"
"19/01/2024 17:00 - 19/01/2024 18:00","Portugal (PT)","7331.40","7415.00"
"19/01/2024 18:00 - 19/01/2024 19:00","Portugal (PT)","7455.30","7514.00"
"19/01/2024 19:00 - 19/01/2024 20:00","Portugal (PT)","7985.70","7992.00"
"19/01/2024 20:00 - 19/01/2024 21:00","Portugal (PT)","8249.80","8153.00"
"19/01/2024 21:00 - 19/01/2024 22:00","Portugal (PT)","8082.30","7930.00"
"19/01/2024 22:00 - 19/01/2024 23:00","Portugal (PT)","7631.80","7463.00"
"19/01/2024 23:00 - 20/01/2024 00:00","Portugal (PT)","7110.00","6930.00"
"20/01/2024 00:00 - 20/01/2024 01:00","Portugal (PT)","6471.90","6141.00"
"20/01/2024 01:00 - 20/01/2024 02:00","Portugal (PT)","5867.70","5705.00"
"20/01/2024 02:00 - 20/01/2024 03:00","Portugal (PT)","5423.40","5339.00"
"20/01/2024 03:00 - 20/01/2024 04:00","Portugal (PT)","5163.40","5118.00"
"20/01/2024 04:00 - 20/01/2024 05:00","Portugal (PT)","5010.20","4959.00"
"20/01/2024 05:00 - 20/01/2024 06:00","Portugal (PT)","4927.10","4901.00"
"20/01/2024 06:00 - 20/01/2024 07:00","Portugal (PT)","4953.50","4935.00"
"20/01/2024 07:00 - 20/01/2024 08:00","Portugal (PT)","5076.80","5065.00"
"20/01/2024 08:00 - 20/01/2024 09:00","Portugal (PT)","5337.80","5308.00"
"20/01/2024 09:00 - 20/01/2024 10:00","Portugal (PT)","5784.60","5732.00"
"20/01/2024 10:00 - 20/01/2024 11:00","Portugal (PT)","6140.70","6126.00"
"20/01/2024 11:00 - 20/01/2024 12:00","Portugal (PT)","6077.10","6206.00"
"20/01/2024 12:00 - 20/01/2024 13:00","Portugal (PT)","6107.10","6327.00"
"20/01/2024 13:00 - 20/01/2024 14:00","Portugal (PT)","6163.00","6345.00"
"20/01/2024 14:00 - 20/01/2024 15:00","Portugal (PT)","5961.90","6131.00"
"20/01/2024 15:00 - 20/01/2024 16:00","Portugal (PT)","5874.30","6079.00"
"20/01/2024 16:00 - 20/01/2024 17:00","Portugal (PT)","5781.80","6090.00"
"20/01/2024 17:00 - 20/01/2024 18:00","Portugal (PT)","5951.30","6228.00"
"20/01/2024 18:00 - 20/01/2024 19:00","Portugal (PT)","6531.10","6630.00"
"20/01/2024 19:00 - 20/01/2024 20:00","Portugal (PT)","7361.80","7473.00"
"20/01/2024 20:00 - 20/01/2024 21:00","Portugal (PT)","7677.60","7677.00"
"20/01/2024 21:00 - 20/01/2024 22:00","Portugal (PT)","7558.40","7597.00"
"20/01/2024 22:00 - 20/01/2024 23:00","Portugal (PT)","7113.40","7153.00"
"20/01/2024 23:00 - 21/01/2024 00:00","Portugal (PT)","6725.10","6699.00"
"21/01/2024 00:00 - 21/01/2024 01:00","Portugal (PT)","6162.70","6066.00"
"21/01/2024 01:00 - 21/01/2024 02:00","Portugal (PT)","5618.30","5629.00"
"21/01/2024 02:00 - 21/01/2024 03:00","Portugal (PT)","5157.30","5237.00"
"21/01/2024 03:00 - 21/01/2024 04:00","Portugal (PT)","4889.80","4914.00"
"21/01/2024 04:00 - 21/01/2024 05:00","Portugal (PT)","4719.40","4775.00"
"21/01/2024 05:00 - 21/01/2024 06:00","Portugal (PT)","4663.00","4698.00"
"21/01/2024 06:00 - 21/01/2024 07:00","Portugal (PT)","4657.70","4711.00"
"21/01/2024 07:00 - 21/01/2024 08:00","Portugal (PT)","4783.80","4837.00"
"21/01/2024 08:00 - 21/01/2024 09:00","Portugal (PT)","4926.60","4968.00"
"21/01/2024 09:00 - 21/01/2024 10:00","Portugal (PT)","5203.10","5285.00"
"21/01/2024 10:00 - 21/01/2024 11:00","Portugal (PT)","5592.50","5745.00"
"21/01/2024 11:00 - 21/01/2024 12:00","Portugal (PT)","5896.70","5966.00"
"21/01/2024 12:00 - 21/01/2024 13:00","Portugal (PT)","6048.40","6190.00"
"21/01/2024 13:00 - 21/01/2024 14:00","Portugal (PT)","6156.70","6237.00"
"21/01/2024 14:00 - 21/01/2024 15:00","Portugal (PT)","5936.90","5997.00"
"21/01/2024 15:00 - 21/01/2024 16:00","Portugal (PT)","5738.00","5846.00"
"21/01/2024 16:00 - 21/01/2024 17:00","Portugal (PT)","5690.00","5827.00"
"21/01/2024 17:00 - 21/01/2024 18:00","Portugal (PT)","5780.80","5970.00"
"21/01/2024 18:00 - 21/01/2024 19:00","Portugal (PT)","6309.10","6469.00"
"21/01/2024 19:00 - 21/01/2024 20:00","Portugal (PT)","7173.20","7414.00"
"21/01/2024 20:00 - 21/01/2024 21:00","Portugal (PT)","7596.90","7627.00"
"21/01/2024 21:00 - 21/01/2024 22:00","Portugal (PT)","7575.00","7545.00"
"21/01/2024 22:00 - 21/01/2024 23:00","Portugal (PT)","7197.10","7178.00"
"21/01/2024 23:00 - 22/01/2024 00:00","Portugal (PT)","6706.20","6723.00"
"22/01/2024 00:00 - 22/01/2024 01:00","Portugal (PT)","6085.50","6101.00"
"22/01/2024 01:00 - 22/01/2024 02:00","Portugal (PT)","5536.50","5447.00"
"22/01/2024 02:00 - 22/01/2024 03:00","Portugal (PT)","5129.00","5083.00"
"22/01/2024 03:00 - 22/01/2024 04:00","Portugal (PT)","4935.60","4896.00"
"22/01/2024 04:00 - 22/01/2024 05:00","Portugal (PT)","4826.00","4803.00"
"22/01/2024 05:00 - 22/01/2024 06:00","Portugal (PT)","4793.10","4771.00"
"22/01/2024 06:00 - 22/01/2024 07:00","Portugal (PT)","4952.20","4910.00"
"22/01/2024 07:00 - 22/01/2024 08:00","Portugal (PT)","5566.30","5553.00"
"22/01/2024 08:00 - 22/01/2024 09:00","Portugal (PT)","6455.30","6318.00"
"22/01/2024 09:00 - 22/01/2024 10:00","Portugal (PT)","7365.20","7347.00"
"22/01/2024 10:00 - 22/01/2024 11:00","Portugal (PT)","7779.40","7778.00"
"22/01/2024 11:00 - 22/01/2024 12:00","Portugal (PT)","7827.20","7818.00"
"22/01/2024 12:00 - 22/01/2024 13:00","Portugal (PT)","7903.20","7915.00"
"22/01/2024 13:00 - 22/01/2024 14:00","Portugal (PT)","7826.30","7722.00"
"22/01/2024 14:00 - 22/01/2024 15:00","Portugal (PT)","7767.80","7592.00"
"22/01/2024 15:00 - 22/01/2024 16:00","Portugal (PT)","7910.90","7687.00"
"22/01/2024 16:00 - 22/01/2024 17:00","Portugal (PT)","7849.00","7649.00"
"22/01/2024 17:00 - 22/01/2024 18:00","Portugal (PT)","7800.90","7678.00"
"22/01/2024 18:00 - 22/01/2024 19:00","Portugal (PT)","7934.70","7909.00"
"22/01/2024 19:00 - 22/01/2024 20:00","Portugal (PT)","8498.60","8468.00"
"22/01/2024 20:00 - 22/01/2024 21:00","Portugal (PT)","8809.40","8690.00"
"22/01/2024 21:00 - 22/01/2024 22:00","Portugal (PT)","8664.00","8539.00"
"22/01/2024 22:00 - 22/01/2024 23:00","Portugal (PT)","8143.20","8051.00"
"22/01/2024 23:00 - 23/01/2024 00:00","Portugal (PT)","7471.20","7454.00"
"23/01/2024 00:00 - 23/01/2024 01:00","Portugal (PT)","6640.50","6671.00"
"23/01/2024 01:00 - 23/01/2024 02:00","Portugal (PT)","5938.50","5983.00"
"23/01/2024 02:00 - 23/01/2024 03:00","Portugal (PT)","5522.80","5553.00"
"23/01/2024 03:00 - 23/01/2024 04:00","Portugal (PT)","5296.80","5278.00"
"23/01/2024 04:00 - 23/01/2024 05:00","Portugal (PT)","5196.30","5167.00"
"23/01/2024 05:00 - 23/01/2024 06:00","Portugal (PT)","5150.70","5133.00"
"23/01/2024 06:00 - 23/01/2024 07:00","Portugal (PT)","5262.70","5261.00"
"23/01/2024 07:00 - 23/01/2024 08:00","Portugal (PT)","5738.30","5733.00"
"23/01/2024 08:00 - 23/01/2024 09:00","Portugal (PT)","6583.70","6474.00"
"23/01/2024 09:00 - 23/01/2024 10:00","Portugal (PT)","7442.30","7433.00"
"23/01/2024 10:00 - 23/01/2024 11:00","Portugal (PT)","7723.60","7789.00"
"23/01/2024 11:00 - 23/01/2024 12:00","Portugal (PT)","7615.40","7733.00"
"23/01/2024 12:00 - 23/01/2024 13:00","Portugal (PT)","7544.20","7592.00"
"23/01/2024 13:00 - 23/01/2024 14:00","Portugal (PT)","7277.40","7359.00"
"23/01/2024 14:00 - 23/01/2024 15:00","Portugal (PT)","7106.90","7141.00"
"23/01/2024 15:00 - 23/01/2024 16:00","Portugal (PT)","7158.80","7225.00"
"23/01/2024 16:00 - 23/01/2024 17:00","Portugal (PT)","7122.60","7203.00"
"23/01/2024 17:00 - 23/01/2024 18:00","Portugal (PT)","7144.40","7343.00"
"23/01/2024 18:00 - 23/01/2024 19:00","Portugal (PT)","7367.70","7654.00"
"23/01/2024 19:00 - 23/01/2024 20:00","Portugal (PT)","7991.40","8333.00"
"23/01/2024 20:00 - 23/01/2024 21:00","Portugal (PT)","8380.20","8569.00"
"23/01/2024 21:00 - 23/01/2024 22:00","Portugal (PT)","8252.90","8467.00"
"23/01/2024 22:00 - 23/01/2024 23:00","Portugal (PT)","7710.40","8015.00"
"23/01/2024 23:00 - 24/01/2024 00:00","Portugal (PT)","7042.60","7400.00"
"24/01/2024 00:00 - 24/01/2024 01:00","Portugal (PT)","6248.40","6515.00"
"24/01/2024 01:00 - 24/01/2024 02:00","Portugal (PT)","5706.00","5916.00"
"24/01/2024 02:00 - 24/01/2024 03:00","Portugal (PT)","5393.70","5548.00"
"24/01/2024 03:00 - 24/01/2024 04:00","Portugal (PT)","5145.70","5295.00"
"24/01/2024 04:00 - 24/01/2024 05:00","Portugal (PT)","5022.00","5193.00"
"24/01/2024 05:00 - 24/01/2024 06:00","Portugal (PT)","5003.60","5147.00"
"24/01/2024 06:00 - 24/01/2024 07:00","Portugal (PT)","5129.10","5266.00"
"24/01/2024 07:00 - 24/01/2024 08:00","Portugal (PT)","5654.00","5748.00"
"24/01/2024 08:00 - 24/01/2024 09:00","Portugal (PT)","6452.80","6490.00"
"24/01/2024 09:00 - 24/01/2024 10:00","Portugal (PT)","7255.50","7397.00"
"24/01/2024 10:00 - 24/01/2024 11:00","Portugal (PT)","7361.40","7721.00"
"24/01/2024 11:00 - 24/01/2024 12:00","Portugal (PT)","7182.60","7646.00"
"24/01/2024 12:00 - 24/01/2024 13:00","Portugal (PT)","7110.20","7497.00"
"24/01/2024 13:00 - 24/01/2024 14:00","Portugal (PT)","6806.70","7285.00"
"24/01/2024 14:00 - 24/01/2024 15:00","Portugal (PT)","6678.60","7154.00"
"24/01/2024 15:00 - 24/01/2024 16:00","Portugal (PT)","6787.80","7213.00"
"24/01/2024 16:00 - 24/01/2024 17:00","Portugal (PT)","6697.40","7233.00"
"24/01/2024 17:00 - 24/01/2024 18:00","Portugal (PT)","6824.70","7334.00"
"24/01/2024 18:00 - 24/01/2024 19:00","Portugal (PT)","7056.30","7588.00"
"24/01/2024 19:00 - 24/01/2024 20:00","Portugal (PT)","7723.90","8296.00"
"24/01/2024 20:00 - 24/01/2024 21:00","Portugal (PT)","8077.50","8513.00"
"24/01/2024 21:00 - 24/01/2024 22:00","Portugal (PT)","7925.20","8364.00"
"24/01/2024 22:00 - 24/01/2024 23:00","Portugal (PT)","7437.60","7894.00"
"24/01/2024 23:00 - 25/01/2024 00:00","Portugal (PT)","6819.10","7301.00"
"25/01/2024 00:00 - 25/01/2024 01:00","Portugal (PT)","6176.60","6515.00"
"25/01/2024 01:00 - 25/01/2024 02:00","Portugal (PT)","5604.70","5702.00"
"25/01/2024 02:00 - 25/01/2024 03:00","Portugal (PT)","5298.50","5323.00"
"25/01/2024 03:00 - 25/01/2024 04:00","Portugal (PT)","5077.50","5078.00"
"25/01/2024 04:00 - 25/01/2024 05:00","Portugal (PT)","4979.30","4939.00"
"25/01/2024 05:00 - 25/01/2024 06:00","Portugal (PT)","4971.90","4929.00"
"25/01/2024 06:00 - 25/01/2024 07:00","Portugal (PT)","5039.70","5013.00"
"25/01/2024 07:00 - 25/01/2024 08:00","Portugal (PT)","5515.20","5478.00"
"25/01/2024 08:00 - 25/01/2024 09:00","Portugal (PT)","6328.40","6257.00"
"25/01/2024 09:00 - 25/01/2024 10:00","Portugal (PT)","7103.90","7047.00"
"25/01/2024 10:00 - 25/01/2024 11:00","Portugal (PT)","7311.50","7389.00"
"25/01/2024 11:00 - 25/01/2024 12:00","Portugal (PT)","7156.50","7331.00"
"25/01/2024 12:00 - 25/01/2024 13:00","Portugal (PT)","7132.00","7265.00"
"25/01/2024 13:00 - 25/01/2024 14:00","Portugal (PT)","6863.80","7001.00"
"25/01/2024 14:00 - 25/01/2024 15:00","Portugal (PT)","6725.80","6922.00"
"25/01/2024 15:00 - 25/01/2024 16:00","Portugal (PT)","6869.60","7067.00"
"25/01/2024 16:00 - 25/01/2024 17:00","Portugal (PT)","6866.60","7095.00"
"25/01/2024 17:00 - 25/01/2024 18:00","Portugal (PT)","6890.50","7159.00"
"25/01/2024 18:00 - 25/01/2024 19:00","Portugal (PT)","7141.50","7412.00"
"25/01/2024 19:00 - 25/01/2024 20:00","Portugal (PT)","7783.20","8043.00"
"25/01/2024 20:00 - 25/01/2024 21:00","Portugal (PT)","8078.90","8264.00"
"25/01/2024 21:00 - 25/01/2024 22:00","Portugal (PT)","7934.10","8119.00"
"25/01/2024 22:00 - 25/01/2024 23:00","Portugal (PT)","7450.80","7664.00"
"25/01/2024 23:00 - 26/01/2024 00:00","Portugal (PT)","6811.40","7102.00"
"26/01/2024 00:00 - 26/01/2024 01:00","Portugal (PT)","6165.00","6416.00"
"26/01/2024 01:00 - 26/01/2024 02:00","Portugal (PT)","5686.60","5652.00"
"26/01/2024 02:00 - 26/01/2024 03:00","Portugal (PT)","5313.90","5294.00"
"26/01/2024 03:00 - 26/01/2024 04:00","Portugal (PT)","5098.90","5066.00"
"26/01/2024 04:00 - 26/01/2024 05:00","Portugal (PT)","4974.90","4962.00"
"26/01/2024 05:00 - 26/01/2024 06:00","Portugal (PT)","4914.10","4927.00"
"26/01/2024 06:00 - 26/01/2024 07:00","Portugal (PT)","5073.70","5039.00"
